sample_index,real_time_s,raw_adc,amplitude
0,20:14:47.114,3815,0.8632
1,20:14:47.114,3790,0.8510
2,20:14:47.115,3821,0.8662
3,20:14:47.115,3822,0.8667
4,20:14:47.116,3806,0.8589
5,20:14:47.116,3818,0.8647
6,20:14:47.117,3819,0.8652
7,20:14:47.117,3825,0.8681
8,20:14:47.118,3826,0.8686
9,20:14:47.118,3809,0.8603
10,20:14:47.119,3820,0.8657
11,20:14:47.119,3831,0.8711
12,20:14:47.120,3818,0.8647
13,20:14:47.120,3807,0.8593
14,20:14:47.121,3810,0.8608
15,20:14:47.121,3806,0.8589
16,20:14:47.122,3807,0.8593
17,20:14:47.122,3786,0.8491
18,20:14:47.123,3789,0.8505
19,20:14:47.123,3795,0.8535
20,20:14:47.124,3797,0.8545
21,20:14:47.124,3794,0.8530
22,20:14:47.125,3770,0.8413
23,20:14:47.125,3771,0.8418
24,20:14:47.126,3768,0.8403
25,20:14:47.126,3769,0.8408
26,20:14:47.127,3770,0.8413
27,20:14:47.127,3764,0.8383
28,20:14:47.128,3760,0.8364
29,20:14:47.128,3764,0.8383
30,20:14:47.129,3766,0.8393
31,20:14:47.129,3762,0.8374
32,20:14:47.130,3769,0.8408
33,20:14:47.130,3770,0.8413
34,20:14:47.131,3770,0.8413
35,20:14:47.131,3787,0.8496
36,20:14:47.132,3786,0.8491
37,20:14:47.132,3803,0.8574
38,20:14:47.133,3786,0.8491
39,20:14:47.133,3795,0.8535
40,20:14:47.134,3772,0.8422
41,20:14:47.134,3787,0.8496
42,20:14:47.135,3827,0.8691
43,20:14:47.135,3811,0.8613
44,20:14:47.136,3819,0.8652
45,20:14:47.136,3817,0.8642
46,20:14:47.137,3817,0.8642
47,20:14:47.137,3820,0.8657
48,20:14:47.138,3824,0.8676
49,20:14:47.138,3819,0.8652
50,20:14:47.139,3819,0.8652
51,20:14:47.139,3813,0.8623
52,20:14:47.140,3816,0.8637
53,20:14:47.140,3819,0.8652
54,20:14:47.141,3823,0.8672
55,20:14:47.141,3812,0.8618
56,20:14:47.142,3800,0.8559
57,20:14:47.142,3800,0.8559
58,20:14:47.143,3825,0.8681
59,20:14:47.143,3796,0.8540
60,20:14:47.144,3782,0.8471
61,20:14:47.144,3782,0.8471
62,20:14:47.145,3761,0.8369
63,20:14:47.145,3771,0.8418
64,20:14:47.146,3771,0.8418
65,20:14:47.146,3772,0.8422
66,20:14:47.147,3770,0.8413
67,20:14:47.147,3766,0.8393
68,20:14:47.148,3763,0.8379
69,20:14:47.148,3768,0.8403
70,20:14:47.149,3767,0.8398
71,20:14:47.149,3767,0.8398
72,20:14:47.150,3768,0.8403
73,20:14:47.150,3756,0.8344
74,20:14:47.151,3778,0.8452
75,20:14:47.151,3782,0.8471
76,20:14:47.152,3789,0.8505
77,20:14:47.152,3802,0.8569
78,20:14:47.153,3795,0.8535
79,20:14:47.153,3779,0.8457
80,20:14:47.154,3786,0.8491
81,20:14:47.154,3806,0.8589
82,20:14:47.155,3834,0.8725
83,20:14:47.155,3821,0.8662
84,20:14:47.156,3818,0.8647
85,20:14:47.156,3817,0.8642
86,20:14:47.157,3822,0.8667
87,20:14:47.157,3827,0.8691
88,20:14:47.158,3819,0.8652
89,20:14:47.158,3822,0.8667
90,20:14:47.159,3820,0.8657
91,20:14:47.159,3814,0.8628
92,20:14:47.160,3808,0.8598
93,20:14:47.160,3825,0.8681
94,20:14:47.161,3816,0.8637
95,20:14:47.161,3801,0.8564
96,20:14:47.162,3791,0.8515
97,20:14:47.162,3765,0.8388
98,20:14:47.163,3797,0.8545
99,20:14:47.163,3796,0.8540
100,20:14:47.164,3798,0.8549
101,20:14:47.164,3788,0.8501
102,20:14:47.165,3777,0.8447
103,20:14:47.165,3772,0.8422
104,20:14:47.166,3777,0.8447
105,20:14:47.166,3791,0.8515
106,20:14:47.167,3776,0.8442
107,20:14:47.167,3766,0.8393
108,20:14:47.168,3767,0.8398
109,20:14:47.168,3770,0.8413
110,20:14:47.169,3769,0.8408
111,20:14:47.169,3770,0.8413
112,20:14:47.170,3761,0.8369
113,20:14:47.170,3760,0.8364
114,20:14:47.171,3786,0.8491
115,20:14:47.171,3774,0.8432
116,20:14:47.172,3777,0.8447
117,20:14:47.172,3802,0.8569
118,20:14:47.173,3798,0.8549
119,20:14:47.173,3802,0.8569
120,20:14:47.174,3796,0.8540
121,20:14:47.174,3803,0.8574
122,20:14:47.175,3828,0.8696
123,20:14:47.175,3818,0.8647
124,20:14:47.176,3820,0.8657
125,20:14:47.176,3820,0.8657
126,20:14:47.177,3826,0.8686
127,20:14:47.177,3820,0.8657
128,20:14:47.178,3826,0.8686
129,20:14:47.178,3819,0.8652
130,20:14:47.179,3825,0.8681
131,20:14:47.179,3820,0.8657
132,20:14:47.180,3809,0.8603
133,20:14:47.180,3819,0.8652
134,20:14:47.181,3871,0.8906
135,20:14:47.181,3801,0.8564
136,20:14:47.182,3808,0.8598
137,20:14:47.182,3814,0.8628
138,20:14:47.183,3801,0.8564
139,20:14:47.183,3788,0.8501
140,20:14:47.184,3767,0.8398
141,20:14:47.184,3856,0.8833
142,20:14:47.185,3776,0.8442
143,20:14:47.185,3783,0.8476
144,20:14:47.186,3773,0.8427
145,20:14:47.186,3769,0.8408
146,20:14:47.187,3797,0.8545
147,20:14:47.187,3772,0.8422
148,20:14:47.188,3765,0.8388
149,20:14:47.188,3770,0.8413
150,20:14:47.189,3759,0.8359
151,20:14:47.189,3769,0.8408
152,20:14:47.190,3764,0.8383
153,20:14:47.190,3770,0.8413
154,20:14:47.191,3782,0.8471
155,20:14:47.191,3781,0.8466
156,20:14:47.192,3790,0.8510
157,20:14:47.192,3800,0.8559
158,20:14:47.193,3787,0.8496
159,20:14:47.193,3792,0.8520
160,20:14:47.194,3797,0.8545
161,20:14:47.194,3796,0.8540
162,20:14:47.195,3824,0.8676
163,20:14:47.195,3806,0.8589
164,20:14:47.196,3809,0.8603
165,20:14:47.196,3830,0.8706
166,20:14:47.197,3824,0.8676
167,20:14:47.197,3821,0.8662
168,20:14:47.198,3821,0.8662
169,20:14:47.198,3817,0.8642
170,20:14:47.199,3825,0.8681
171,20:14:47.199,3821,0.8662
172,20:14:47.200,3817,0.8642
173,20:14:47.200,3830,0.8706
174,20:14:47.201,3814,0.8628
175,20:14:47.201,3797,0.8545
176,20:14:47.202,3793,0.8525
177,20:14:47.202,3763,0.8379
178,20:14:47.203,3795,0.8535
179,20:14:47.203,3797,0.8545
180,20:14:47.204,3833,0.8720
181,20:14:47.204,3789,0.8505
182,20:14:47.205,3771,0.8418
183,20:14:47.205,3779,0.8457
184,20:14:47.206,3779,0.8457
185,20:14:47.206,3774,0.8432
186,20:14:47.207,3770,0.8413
187,20:14:47.207,3767,0.8398
188,20:14:47.208,3772,0.8422
189,20:14:47.208,3770,0.8413
190,20:14:47.209,3766,0.8393
191,20:14:47.209,3759,0.8359
192,20:14:47.210,3760,0.8364
193,20:14:47.210,3774,0.8432
194,20:14:47.211,3765,0.8388
195,20:14:47.211,3778,0.8452
196,20:14:47.212,3793,0.8525
197,20:14:47.212,3793,0.8525
198,20:14:47.213,3794,0.8530
199,20:14:47.213,3806,0.8589
200,20:14:47.214,3786,0.8491
201,20:14:47.214,3804,0.8579
202,20:14:47.215,3824,0.8676
203,20:14:47.215,3819,0.8652
204,20:14:47.216,3794,0.8530
205,20:14:47.216,3823,0.8672
206,20:14:47.217,3822,0.8667
207,20:14:47.217,3825,0.8681
208,20:14:47.218,3822,0.8667
