sample_index,real_time_s,raw_adc,amplitude
0,20:40:46.064,3771,0.8418
1,20:40:46.064,3775,0.8437
2,20:40:46.065,3776,0.8442
3,20:40:46.065,3757,0.8349
4,20:40:46.066,3756,0.8344
5,20:40:46.066,3760,0.8364
6,20:40:46.067,3769,0.8408
7,20:40:46.067,3778,0.8452
8,20:40:46.068,3785,0.8486
9,20:40:46.068,3774,0.8432
10,20:40:46.069,3763,0.8379
11,20:40:46.069,3766,0.8393
12,20:40:46.070,3777,0.8447
13,20:40:46.070,3772,0.8422
14,20:40:46.071,3786,0.8491
15,20:40:46.071,3791,0.8515
16,20:40:46.072,3785,0.8486
17,20:40:46.072,3790,0.8510
18,20:40:46.073,3796,0.8540
19,20:40:46.073,3792,0.8520
20,20:40:46.074,3796,0.8540
21,20:40:46.074,3791,0.8515
22,20:40:46.075,3785,0.8486
23,20:40:46.075,3789,0.8505
24,20:40:46.076,3791,0.8515
25,20:40:46.076,3789,0.8505
26,20:40:46.077,3775,0.8437
27,20:40:46.077,3806,0.8589
28,20:40:46.078,3781,0.8466
29,20:40:46.078,3778,0.8452
30,20:40:46.079,3770,0.8413
31,20:40:46.079,3767,0.8398
32,20:40:46.080,3767,0.8398
33,20:40:46.080,3756,0.8344
34,20:40:46.081,3773,0.8427
35,20:40:46.081,3759,0.8359
36,20:40:46.082,3767,0.8398
37,20:40:46.082,3762,0.8374
38,20:40:46.083,3765,0.8388
39,20:40:46.083,3754,0.8335
40,20:40:46.084,3760,0.8364
41,20:40:46.084,3773,0.8427
42,20:40:46.085,3761,0.8369
43,20:40:46.085,3764,0.8383
44,20:40:46.086,3761,0.8369
45,20:40:46.086,3778,0.8452
46,20:40:46.087,3768,0.8403
47,20:40:46.087,3786,0.8491
48,20:40:46.088,3774,0.8432
49,20:40:46.088,3781,0.8466
50,20:40:46.089,3785,0.8486
51,20:40:46.089,3768,0.8403
52,20:40:46.090,3794,0.8530
53,20:40:46.090,3807,0.8593
54,20:40:46.091,3800,0.8559
55,20:40:46.091,3792,0.8520
56,20:40:46.092,3793,0.8525
57,20:40:46.092,3796,0.8540
58,20:40:46.093,3782,0.8471
59,20:40:46.093,3792,0.8520
60,20:40:46.094,3792,0.8520
61,20:40:46.094,3791,0.8515
62,20:40:46.095,3788,0.8501
63,20:40:46.095,3786,0.8491
64,20:40:46.096,3786,0.8491
65,20:40:46.096,3783,0.8476
66,20:40:46.097,3777,0.8447
67,20:40:46.097,3774,0.8432
68,20:40:46.098,3767,0.8398
69,20:40:46.098,3770,0.8413
70,20:40:46.099,3777,0.8447
71,20:40:46.099,3776,0.8442
72,20:40:46.100,3773,0.8427
73,20:40:46.100,3759,0.8359
74,20:40:46.101,3752,0.8325
75,20:40:46.101,3763,0.8379
76,20:40:46.102,3764,0.8383
77,20:40:46.102,3763,0.8379
78,20:40:46.103,3763,0.8379
79,20:40:46.103,3758,0.8354
80,20:40:46.104,3760,0.8364
81,20:40:46.104,3769,0.8408
82,20:40:46.105,3758,0.8354
83,20:40:46.105,3762,0.8374
84,20:40:46.106,3772,0.8422
85,20:40:46.106,3776,0.8442
86,20:40:46.107,3781,0.8466
87,20:40:46.107,3774,0.8432
88,20:40:46.108,3777,0.8447
89,20:40:46.108,3783,0.8476
90,20:40:46.109,3787,0.8496
91,20:40:46.109,3782,0.8471
92,20:40:46.110,3781,0.8466
93,20:40:46.110,3801,0.8564
94,20:40:46.111,3797,0.8545
95,20:40:46.111,3792,0.8520
96,20:40:46.112,3791,0.8515
97,20:40:46.112,3787,0.8496
98,20:40:46.113,3790,0.8510
99,20:40:46.113,3797,0.8545
100,20:40:46.114,3788,0.8501
101,20:40:46.114,3782,0.8471
102,20:40:46.115,3789,0.8505
103,20:40:46.115,3787,0.8496
104,20:40:46.116,3777,0.8447
105,20:40:46.116,3786,0.8491
106,20:40:46.117,3689,0.8017
107,20:40:46.117,3763,0.8379
108,20:40:46.118,3847,0.8789
109,20:40:46.118,3778,0.8452
110,20:40:46.119,3780,0.8462
111,20:40:46.119,3780,0.8462
112,20:40:46.120,3775,0.8437
113,20:40:46.120,3765,0.8388
114,20:40:46.121,3770,0.8413
115,20:40:46.121,3767,0.8398
116,20:40:46.122,3762,0.8374
117,20:40:46.122,3756,0.8344
118,20:40:46.123,3763,0.8379
119,20:40:46.123,3760,0.8364
120,20:40:46.124,3758,0.8354
121,20:40:46.124,3757,0.8349
122,20:40:46.125,3755,0.8339
123,20:40:46.125,3755,0.8339
124,20:40:46.126,3738,0.8256
125,20:40:46.126,3761,0.8369
126,20:40:46.127,3787,0.8496
127,20:40:46.127,3785,0.8486
128,20:40:46.128,3791,0.8515
129,20:40:46.128,3773,0.8427
130,20:40:46.129,3784,0.8481
131,20:40:46.129,3783,0.8476
132,20:40:46.130,3787,0.8496
133,20:40:46.130,3796,0.8540
134,20:40:46.131,3798,0.8549
135,20:40:46.131,3793,0.8525
136,20:40:46.132,3791,0.8515
137,20:40:46.132,3789,0.8505
138,20:40:46.133,3788,0.8501
139,20:40:46.133,3793,0.8525
140,20:40:46.134,3786,0.8491
141,20:40:46.134,3786,0.8491
142,20:40:46.135,3792,0.8520
143,20:40:46.135,3786,0.8491
144,20:40:46.136,3788,0.8501
145,20:40:46.136,3786,0.8491
146,20:40:46.137,3775,0.8437
147,20:40:46.137,3772,0.8422
148,20:40:46.138,3778,0.8452
149,20:40:46.138,3767,0.8398
150,20:40:46.139,3772,0.8422
151,20:40:46.139,3770,0.8413
152,20:40:46.140,3772,0.8422
153,20:40:46.140,3755,0.8339
154,20:40:46.141,3761,0.8369
155,20:40:46.141,3766,0.8393
156,20:40:46.142,3769,0.8408
157,20:40:46.142,3760,0.8364
158,20:40:46.143,3763,0.8379
159,20:40:46.143,3759,0.8359
160,20:40:46.144,3778,0.8452
161,20:40:46.144,3762,0.8374
162,20:40:46.145,3758,0.8354
163,20:40:46.145,3765,0.8388
164,20:40:46.146,3766,0.8393
165,20:40:46.146,3796,0.8540
166,20:40:46.147,3768,0.8403
167,20:40:46.147,3761,0.8369
168,20:40:46.148,3776,0.8442
169,20:40:46.148,3829,0.8701
170,20:40:46.149,3779,0.8457
171,20:40:46.149,3773,0.8427
172,20:40:46.150,3789,0.8505
173,20:40:46.150,3801,0.8564
174,20:40:46.151,3797,0.8545
175,20:40:46.151,3799,0.8554
176,20:40:46.152,3791,0.8515
177,20:40:46.152,3793,0.8525
178,20:40:46.153,3797,0.8545
179,20:40:46.153,3784,0.8481
180,20:40:46.154,3791,0.8515
181,20:40:46.154,3779,0.8457
182,20:40:46.155,3782,0.8471
183,20:40:46.155,3791,0.8515
184,20:40:46.156,3784,0.8481
185,20:40:46.156,3777,0.8447
186,20:40:46.157,3789,0.8505
187,20:40:46.157,3771,0.8418
188,20:40:46.158,3772,0.8422
189,20:40:46.158,3742,0.8276
190,20:40:46.159,3770,0.8413
191,20:40:46.159,3806,0.8589
192,20:40:46.160,3760,0.8364
193,20:40:46.160,3755,0.8339
194,20:40:46.161,3762,0.8374
195,20:40:46.161,3776,0.8442
196,20:40:46.162,3768,0.8403
197,20:40:46.162,3765,0.8388
198,20:40:46.163,3763,0.8379
199,20:40:46.163,3764,0.8383
200,20:40:46.164,3778,0.8452
201,20:40:46.164,3768,0.8403
202,20:40:46.165,3764,0.8383
203,20:40:46.165,3769,0.8408
204,20:40:46.166,3751,0.8320
