sample_index,real_time_s,raw_adc,amplitude
0,17:31:31.277,2071,0.0115
1,17:31:31.277,2069,0.0105
2,17:31:31.278,2072,0.0120
3,17:31:31.278,2068,0.0100
4,17:31:31.279,2072,0.0120
5,17:31:31.279,2069,0.0105
6,17:31:31.280,2069,0.0105
7,17:31:31.280,2068,0.0100
8,17:31:31.281,2071,0.0115
9,17:31:31.281,2071,0.0115
10,17:31:31.282,2069,0.0105
11,17:31:31.282,2070,0.0110
12,17:31:31.283,2068,0.0100
13,17:31:31.283,2072,0.0120
14,17:31:31.284,2068,0.0100
15,17:31:31.284,2069,0.0105
16,17:31:31.285,2073,0.0125
17,17:31:31.285,2071,0.0115
18,17:31:31.286,2072,0.0120
19,17:31:31.286,2071,0.0115
20,17:31:31.287,2072,0.0120
21,17:31:31.287,2071,0.0115
22,17:31:31.288,2073,0.0125
23,17:31:31.288,2072,0.0120
24,17:31:31.289,2070,0.0110
25,17:31:31.289,2067,0.0095
26,17:31:31.290,2072,0.0120
27,17:31:31.290,2068,0.0100
28,17:31:31.291,2069,0.0105
29,17:31:31.291,2072,0.0120
30,17:31:31.292,2072,0.0120
31,17:31:31.292,2072,0.0120
32,17:31:31.293,2072,0.0120
33,17:31:31.293,2073,0.0125
34,17:31:31.294,2071,0.0115
35,17:31:31.294,2066,0.0090
36,17:31:31.295,2067,0.0095
37,17:31:31.295,2072,0.0120
38,17:31:31.296,2071,0.0115
39,17:31:31.296,2073,0.0125
40,17:31:31.297,2068,0.0100
41,17:31:31.297,2072,0.0120
42,17:31:31.298,2068,0.0100
43,17:31:31.298,2074,0.0129
44,17:31:31.299,2070,0.0110
45,17:31:31.299,2072,0.0120
46,17:31:31.300,2072,0.0120
47,17:31:31.300,2073,0.0125
48,17:31:31.301,2068,0.0100
49,17:31:31.301,2068,0.0100
50,17:31:31.302,2072,0.0120
51,17:31:31.302,2069,0.0105
52,17:31:31.303,2071,0.0115
53,17:31:31.303,2069,0.0105
54,17:31:31.304,2069,0.0105
55,17:31:31.304,2069,0.0105
56,17:31:31.305,2071,0.0115
57,17:31:31.305,2070,0.0110
58,17:31:31.306,2070,0.0110
59,17:31:31.306,2069,0.0105
60,17:31:31.307,2071,0.0115
61,17:31:31.307,2072,0.0120
62,17:31:31.308,2072,0.0120
63,17:31:31.308,2071,0.0115
64,17:31:31.309,2072,0.0120
65,17:31:31.309,2070,0.0110
66,17:31:31.310,2069,0.0105
67,17:31:31.310,2069,0.0105
68,17:31:31.311,2066,0.0090
69,17:31:31.311,2071,0.0115
70,17:31:31.312,2068,0.0100
71,17:31:31.312,2072,0.0120
72,17:31:31.313,2073,0.0125
73,17:31:31.313,2072,0.0120
74,17:31:31.314,2069,0.0105
75,17:31:31.314,2070,0.0110
76,17:31:31.315,2070,0.0110
77,17:31:31.315,2069,0.0105
78,17:31:31.316,2073,0.0125
79,17:31:31.316,2073,0.0125
80,17:31:31.317,2068,0.0100
81,17:31:31.317,2072,0.0120
82,17:31:31.318,2069,0.0105
83,17:31:31.318,2070,0.0110
84,17:31:31.319,2070,0.0110
85,17:31:31.319,2072,0.0120
86,17:31:31.320,2069,0.0105
87,17:31:31.320,2072,0.0120
88,17:31:31.321,2069,0.0105
89,17:31:31.321,2071,0.0115
90,17:31:31.322,2070,0.0110
91,17:31:31.322,2069,0.0105
92,17:31:31.323,2072,0.0120
93,17:31:31.323,2072,0.0120
94,17:31:31.324,2073,0.0125
95,17:31:31.324,2071,0.0115
96,17:31:31.325,2069,0.0105
97,17:31:31.325,2068,0.0100
98,17:31:31.326,2069,0.0105
99,17:31:31.326,2073,0.0125
100,17:31:31.327,2067,0.0095
101,17:31:31.327,2071,0.0115
102,17:31:31.328,2069,0.0105
103,17:31:31.328,2071,0.0115
104,17:31:31.329,2071,0.0115
105,17:31:31.329,2070,0.0110
106,17:31:31.330,2071,0.0115
107,17:31:31.330,2070,0.0110
108,17:31:31.331,2073,0.0125
109,17:31:31.331,2070,0.0110
110,17:31:31.332,2069,0.0105
111,17:31:31.332,2068,0.0100
112,17:31:31.333,2069,0.0105
113,17:31:31.333,2071,0.0115
114,17:31:31.334,2070,0.0110
115,17:31:31.334,2073,0.0125
116,17:31:31.335,2070,0.0110
117,17:31:31.335,2071,0.0115
118,17:31:31.336,2071,0.0115
119,17:31:31.336,2070,0.0110
120,17:31:31.337,2072,0.0120
121,17:31:31.337,2071,0.0115
122,17:31:31.338,2070,0.0110
123,17:31:31.338,2073,0.0125
124,17:31:31.339,2070,0.0110
125,17:31:31.339,2067,0.0095
126,17:31:31.340,2069,0.0105
127,17:31:31.340,2068,0.0100
128,17:31:31.341,2068,0.0100
129,17:31:31.341,2069,0.0105
130,17:31:31.342,2069,0.0105
131,17:31:31.342,2067,0.0095
132,17:31:31.343,2069,0.0105
133,17:31:31.343,2070,0.0110
134,17:31:31.344,2071,0.0115
135,17:31:31.344,2070,0.0110
136,17:31:31.345,2069,0.0105
137,17:31:31.345,2067,0.0095
138,17:31:31.346,2073,0.0125
139,17:31:31.346,2069,0.0105
140,17:31:31.347,2070,0.0110
141,17:31:31.347,2071,0.0115
142,17:31:31.348,2071,0.0115
143,17:31:31.348,2068,0.0100
144,17:31:31.349,2069,0.0105
145,17:31:31.349,2069,0.0105
146,17:31:31.350,2071,0.0115
147,17:31:31.350,2067,0.0095
148,17:31:31.351,2072,0.0120
149,17:31:31.351,2069,0.0105
150,17:31:31.352,2071,0.0115
151,17:31:31.352,2069,0.0105
152,17:31:31.353,2070,0.0110
153,17:31:31.353,2072,0.0120
154,17:31:31.354,2073,0.0125
155,17:31:31.354,2071,0.0115
156,17:31:31.355,2069,0.0105
157,17:31:31.355,2071,0.0115
158,17:31:31.356,2068,0.0100
159,17:31:31.356,2070,0.0110
160,17:31:31.357,2072,0.0120
161,17:31:31.357,2070,0.0110
162,17:31:31.358,2070,0.0110
163,17:31:31.358,2071,0.0115
164,17:31:31.359,2070,0.0110
165,17:31:31.359,2072,0.0120
166,17:31:31.360,2071,0.0115
167,17:31:31.360,2070,0.0110
168,17:31:31.361,2069,0.0105
169,17:31:31.361,2069,0.0105
170,17:31:31.362,2068,0.0100
171,17:31:31.362,2067,0.0095
172,17:31:31.363,2072,0.0120
173,17:31:31.363,2071,0.0115
174,17:31:31.364,2072,0.0120
175,17:31:31.364,2069,0.0105
176,17:31:31.365,2069,0.0105
177,17:31:31.365,2072,0.0120
178,17:31:31.366,2069,0.0105
179,17:31:31.366,2070,0.0110
180,17:31:31.367,2071,0.0115
181,17:31:31.367,2072,0.0120
182,17:31:31.368,2071,0.0115
183,17:31:31.368,2070,0.0110
184,17:31:31.369,2071,0.0115
185,17:31:31.369,2072,0.0120
186,17:31:31.370,2073,0.0125
187,17:31:31.370,2072,0.0120
188,17:31:31.371,2070,0.0110
189,17:31:31.371,2072,0.0120
190,17:31:31.372,2069,0.0105
191,17:31:31.372,2068,0.0100
192,17:31:31.373,2072,0.0120
193,17:31:31.373,2071,0.0115
194,17:31:31.374,2068,0.0100
195,17:31:31.374,2068,0.0100
196,17:31:31.375,2072,0.0120
197,17:31:31.375,2072,0.0120
198,17:31:31.376,2072,0.0120
199,17:31:31.376,2069,0.0105
200,17:31:31.377,2072,0.0120
201,17:31:31.377,2071,0.0115
202,17:31:31.378,2068,0.0100
203,17:31:31.378,2069,0.0105
204,17:31:31.379,2069,0.0105
205,17:31:31.379,2072,0.0120
206,17:31:31.380,2070,0.0110
207,17:31:31.380,2070,0.0110
208,17:31:31.381,2069,0.0105
209,17:31:31.381,2069,0.0105
210,17:31:31.382,2068,0.0100
211,17:31:31.382,2071,0.0115
212,17:31:31.383,2072,0.0120
213,17:31:31.383,2069,0.0105
214,17:31:31.384,2072,0.0120
215,17:31:31.384,2070,0.0110
216,17:31:31.385,2071,0.0115
217,17:31:31.385,2071,0.0115
218,17:31:31.386,2072,0.0120
219,17:31:31.386,2069,0.0105
220,17:31:31.387,2070,0.0110
221,17:31:31.387,2072,0.0120
222,17:31:31.388,2070,0.0110
223,17:31:31.388,2072,0.0120
224,17:31:31.389,2069,0.0105
225,17:31:31.389,2068,0.0100
226,17:31:31.390,2069,0.0105
227,17:31:31.390,2072,0.0120
228,17:31:31.391,2069,0.0105
229,17:31:31.391,2072,0.0120
230,17:31:31.392,2069,0.0105
231,17:31:31.392,2071,0.0115
232,17:31:31.393,2068,0.0100
233,17:31:31.393,2067,0.0095
234,17:31:31.394,2069,0.0105
235,17:31:31.394,2069,0.0105
236,17:31:31.395,2069,0.0105
237,17:31:31.395,2070,0.0110
238,17:31:31.396,2072,0.0120
239,17:31:31.396,2070,0.0110
240,17:31:31.397,2069,0.0105
241,17:31:31.397,2068,0.0100
242,17:31:31.398,2069,0.0105
243,17:31:31.398,2071,0.0115
244,17:31:31.399,2067,0.0095
245,17:31:31.399,2068,0.0100
246,17:31:31.400,2069,0.0105
247,17:31:31.400,2068,0.0100
248,17:31:31.401,2069,0.0105
249,17:31:31.401,2071,0.0115
250,17:31:31.402,2069,0.0105
251,17:31:31.402,2071,0.0115
252,17:31:31.403,2071,0.0115
253,17:31:31.403,2071,0.0115
254,17:31:31.404,2069,0.0105
255,17:31:31.404,2071,0.0115
256,17:31:31.405,2072,0.0120
257,17:31:31.405,2070,0.0110
258,17:31:31.406,2071,0.0115
259,17:31:31.406,2071,0.0115
260,17:31:31.407,2067,0.0095
261,17:31:31.407,2071,0.0115
262,17:31:31.408,2069,0.0105
263,17:31:31.408,2067,0.0095
264,17:31:31.409,2071,0.0115
265,17:31:31.409,2069,0.0105
266,17:31:31.410,2067,0.0095
267,17:31:31.410,2070,0.0110
268,17:31:31.411,2072,0.0120
269,17:31:31.411,2072,0.0120
270,17:31:31.412,2072,0.0120
271,17:31:31.412,2069,0.0105
272,17:31:31.413,2073,0.0125
273,17:31:31.413,2069,0.0105
274,17:31:31.414,2071,0.0115
275,17:31:31.414,2069,0.0105
276,17:31:31.415,2072,0.0120
277,17:31:31.415,2070,0.0110
278,17:31:31.416,2071,0.0115
279,17:31:31.416,2069,0.0105
280,17:31:31.417,2068,0.0100
281,17:31:31.417,2070,0.0110
282,17:31:31.418,2069,0.0105
283,17:31:31.418,2069,0.0105
284,17:31:31.419,2072,0.0120
285,17:31:31.419,2068,0.0100
286,17:31:31.420,2069,0.0105
287,17:31:31.420,2069,0.0105
288,17:31:31.421,2068,0.0100
289,17:31:31.421,2070,0.0110
290,17:31:31.422,2070,0.0110
291,17:31:31.422,2068,0.0100
292,17:31:31.423,2067,0.0095
293,17:31:31.423,2071,0.0115
294,17:31:31.424,2071,0.0115
295,17:31:31.424,2071,0.0115
296,17:31:31.425,2066,0.0090
297,17:31:31.425,2068,0.0100
298,17:31:31.426,2069,0.0105
299,17:31:31.426,2072,0.0120
300,17:31:31.427,2070,0.0110
301,17:31:31.427,2069,0.0105
302,17:31:31.428,2071,0.0115
303,17:31:31.428,2071,0.0115
304,17:31:31.429,2072,0.0120
305,17:31:31.429,2071,0.0115
306,17:31:31.430,2069,0.0105
307,17:31:31.430,2072,0.0120
308,17:31:31.431,2069,0.0105
309,17:31:31.431,2071,0.0115
310,17:31:31.432,2072,0.0120
311,17:31:31.432,2071,0.0115
312,17:31:31.433,2071,0.0115
313,17:31:31.433,2072,0.0120
314,17:31:31.434,2071,0.0115
315,17:31:31.434,2069,0.0105
316,17:31:31.435,2069,0.0105
317,17:31:31.435,2069,0.0105
318,17:31:31.436,2070,0.0110
319,17:31:31.436,2070,0.0110
320,17:31:31.437,2072,0.0120
321,17:31:31.437,2069,0.0105
322,17:31:31.438,2072,0.0120
323,17:31:31.438,2070,0.0110
324,17:31:31.439,2068,0.0100
325,17:31:31.439,2072,0.0120
326,17:31:31.440,2072,0.0120
327,17:31:31.440,2072,0.0120
328,17:31:31.441,2071,0.0115
329,17:31:31.441,2071,0.0115
330,17:31:31.442,2070,0.0110
331,17:31:31.442,2069,0.0105
332,17:31:31.443,2072,0.0120
333,17:31:31.443,2072,0.0120
334,17:31:31.444,2071,0.0115
335,17:31:31.444,2072,0.0120
336,17:31:31.445,2071,0.0115
337,17:31:31.445,2072,0.0120
338,17:31:31.446,2073,0.0125
339,17:31:31.446,2070,0.0110
340,17:31:31.447,2070,0.0110
341,17:31:31.447,2070,0.0110
342,17:31:31.448,2072,0.0120
343,17:31:31.448,2071,0.0115
344,17:31:31.449,2072,0.0120
345,17:31:31.449,2068,0.0100
346,17:31:31.450,2067,0.0095
347,17:31:31.450,2071,0.0115
