sample_index,real_time_s,raw_adc,amplitude
0,17:53:18.720,2072,0.0120
1,17:53:18.721,2065,0.0085
2,17:53:18.721,2071,0.0115
3,17:53:18.722,2068,0.0100
4,17:53:18.722,2073,0.0125
5,17:53:18.723,2072,0.0120
6,17:53:18.723,2072,0.0120
7,17:53:18.724,2070,0.0110
8,17:53:18.724,2072,0.0120
9,17:53:18.725,2071,0.0115
10,17:53:18.725,2068,0.0100
11,17:53:18.726,2070,0.0110
12,17:53:18.726,2069,0.0105
13,17:53:18.727,2069,0.0105
14,17:53:18.727,2070,0.0110
15,17:53:18.728,2072,0.0120
16,17:53:18.728,2068,0.0100
17,17:53:18.729,2069,0.0105
18,17:53:18.729,2070,0.0110
19,17:53:18.730,2069,0.0105
20,17:53:18.730,2072,0.0120
21,17:53:18.731,2064,0.0081
22,17:53:18.731,2070,0.0110
23,17:53:18.732,2071,0.0115
24,17:53:18.732,2069,0.0105
25,17:53:18.733,2070,0.0110
26,17:53:18.733,2073,0.0125
27,17:53:18.734,2072,0.0120
28,17:53:18.734,2072,0.0120
29,17:53:18.735,2072,0.0120
30,17:53:18.735,2069,0.0105
31,17:53:18.736,2072,0.0120
32,17:53:18.736,2071,0.0115
33,17:53:18.737,2069,0.0105
34,17:53:18.737,2072,0.0120
35,17:53:18.738,2071,0.0115
36,17:53:18.738,2072,0.0120
37,17:53:18.739,2069,0.0105
38,17:53:18.739,2068,0.0100
39,17:53:18.740,2069,0.0105
40,17:53:18.740,2071,0.0115
41,17:53:18.741,2069,0.0105
42,17:53:18.741,2074,0.0129
43,17:53:18.742,2074,0.0129
44,17:53:18.742,2072,0.0120
45,17:53:18.743,2072,0.0120
46,17:53:18.743,2074,0.0129
47,17:53:18.744,2068,0.0100
48,17:53:18.744,2070,0.0110
49,17:53:18.745,2069,0.0105
50,17:53:18.745,2071,0.0115
51,17:53:18.746,2072,0.0120
52,17:53:18.746,2072,0.0120
53,17:53:18.747,2068,0.0100
54,17:53:18.747,2069,0.0105
55,17:53:18.748,2072,0.0120
56,17:53:18.748,2068,0.0100
57,17:53:18.749,2070,0.0110
58,17:53:18.749,2072,0.0120
59,17:53:18.750,2071,0.0115
60,17:53:18.750,2067,0.0095
61,17:53:18.751,2071,0.0115
62,17:53:18.751,2072,0.0120
63,17:53:18.752,2069,0.0105
64,17:53:18.752,2072,0.0120
65,17:53:18.753,2070,0.0110
66,17:53:18.753,2068,0.0100
67,17:53:18.754,2069,0.0105
68,17:53:18.754,2072,0.0120
69,17:53:18.755,2072,0.0120
70,17:53:18.755,2070,0.0110
71,17:53:18.756,2069,0.0105
72,17:53:18.756,2068,0.0100
73,17:53:18.757,2069,0.0105
74,17:53:18.757,2070,0.0110
75,17:53:18.758,2071,0.0115
76,17:53:18.758,2072,0.0120
77,17:53:18.759,2070,0.0110
78,17:53:18.759,2070,0.0110
79,17:53:18.760,2071,0.0115
80,17:53:18.760,2068,0.0100
81,17:53:18.761,2072,0.0120
82,17:53:18.761,2068,0.0100
83,17:53:18.762,2071,0.0115
84,17:53:18.762,2066,0.0090
85,17:53:18.763,2066,0.0090
86,17:53:18.763,2070,0.0110
87,17:53:18.764,2068,0.0100
88,17:53:18.764,2068,0.0100
89,17:53:18.765,2072,0.0120
90,17:53:18.765,2069,0.0105
91,17:53:18.766,2071,0.0115
92,17:53:18.766,2070,0.0110
93,17:53:18.767,2072,0.0120
94,17:53:18.767,2070,0.0110
95,17:53:18.768,2069,0.0105
96,17:53:18.768,2071,0.0115
97,17:53:18.769,2071,0.0115
98,17:53:18.769,2067,0.0095
99,17:53:18.770,2071,0.0115
100,17:53:18.770,2068,0.0100
101,17:53:18.771,2071,0.0115
102,17:53:18.771,2069,0.0105
103,17:53:18.772,2071,0.0115
104,17:53:18.772,2066,0.0090
105,17:53:18.773,2071,0.0115
106,17:53:18.773,2069,0.0105
107,17:53:18.774,2070,0.0110
108,17:53:18.774,2068,0.0100
109,17:53:18.775,2071,0.0115
110,17:53:18.775,2067,0.0095
111,17:53:18.776,2067,0.0095
112,17:53:18.776,2071,0.0115
113,17:53:18.777,2069,0.0105
114,17:53:18.777,2071,0.0115
115,17:53:18.778,2072,0.0120
116,17:53:18.778,2071,0.0115
117,17:53:18.779,2068,0.0100
118,17:53:18.779,2070,0.0110
119,17:53:18.780,2071,0.0115
120,17:53:18.780,2070,0.0110
121,17:53:18.781,2071,0.0115
122,17:53:18.781,2068,0.0100
123,17:53:18.782,2071,0.0115
124,17:53:18.782,2071,0.0115
125,17:53:18.783,2069,0.0105
126,17:53:18.783,2072,0.0120
127,17:53:18.784,2070,0.0110
128,17:53:18.784,2071,0.0115
129,17:53:18.785,2071,0.0115
130,17:53:18.785,2071,0.0115
131,17:53:18.786,2072,0.0120
132,17:53:18.786,2069,0.0105
133,17:53:18.787,2069,0.0105
134,17:53:18.787,2071,0.0115
135,17:53:18.788,2070,0.0110
136,17:53:18.788,2071,0.0115
137,17:53:18.789,2068,0.0100
138,17:53:18.789,2072,0.0120
139,17:53:18.790,2072,0.0120
140,17:53:18.790,2066,0.0090
141,17:53:18.791,2069,0.0105
142,17:53:18.791,2069,0.0105
143,17:53:18.792,2072,0.0120
144,17:53:18.792,2069,0.0105
145,17:53:18.793,2072,0.0120
146,17:53:18.793,2072,0.0120
147,17:53:18.794,2072,0.0120
148,17:53:18.794,2070,0.0110
149,17:53:18.795,2072,0.0120
150,17:53:18.795,2070,0.0110
151,17:53:18.796,2072,0.0120
152,17:53:18.796,2071,0.0115
153,17:53:18.797,2073,0.0125
154,17:53:18.797,2069,0.0105
155,17:53:18.798,2073,0.0125
156,17:53:18.798,2071,0.0115
157,17:53:18.799,2074,0.0129
158,17:53:18.799,2074,0.0129
159,17:53:18.800,2072,0.0120
160,17:53:18.800,2073,0.0125
161,17:53:18.801,2071,0.0115
162,17:53:18.801,2070,0.0110
163,17:53:18.802,2074,0.0129
