sample_index,real_time_s,raw_adc,amplitude
0,18:39:35.687,2073,0.0125
1,18:39:35.688,2066,0.0090
2,18:39:35.688,2070,0.0110
3,18:39:35.689,2071,0.0115
4,18:39:35.689,2072,0.0120
5,18:39:35.690,2067,0.0095
6,18:39:35.690,2072,0.0120
7,18:39:35.691,2072,0.0120
8,18:39:35.691,2072,0.0120
9,18:39:35.692,2073,0.0125
10,18:39:35.692,2071,0.0115
11,18:39:35.693,2072,0.0120
12,18:39:35.693,2072,0.0120
13,18:39:35.694,2072,0.0120
14,18:39:35.694,2069,0.0105
15,18:39:35.695,2072,0.0120
16,18:39:35.695,2068,0.0100
17,18:39:35.696,2070,0.0110
18,18:39:35.696,2069,0.0105
19,18:39:35.697,2069,0.0105
20,18:39:35.697,2072,0.0120
21,18:39:35.698,2068,0.0100
22,18:39:35.698,2071,0.0115
23,18:39:35.699,2071,0.0115
24,18:39:35.699,2072,0.0120
25,18:39:35.700,2073,0.0125
26,18:39:35.700,2068,0.0100
27,18:39:35.701,2071,0.0115
28,18:39:35.701,2069,0.0105
29,18:39:35.702,2067,0.0095
30,18:39:35.702,2069,0.0105
31,18:39:35.703,2072,0.0120
32,18:39:35.703,2070,0.0110
33,18:39:35.704,2071,0.0115
34,18:39:35.704,2068,0.0100
35,18:39:35.705,2071,0.0115
36,18:39:35.705,2073,0.0125
37,18:39:35.706,2075,0.0134
38,18:39:35.706,2069,0.0105
39,18:39:35.707,2067,0.0095
40,18:39:35.707,2071,0.0115
41,18:39:35.708,2071,0.0115
42,18:39:35.708,2069,0.0105
43,18:39:35.709,2070,0.0110
44,18:39:35.709,2070,0.0110
45,18:39:35.710,2068,0.0100
46,18:39:35.710,2073,0.0125
47,18:39:35.711,2069,0.0105
48,18:39:35.711,2072,0.0120
49,18:39:35.712,2069,0.0105
50,18:39:35.712,2070,0.0110
51,18:39:35.713,2070,0.0110
52,18:39:35.713,2071,0.0115
53,18:39:35.714,2071,0.0115
54,18:39:35.714,2071,0.0115
55,18:39:35.715,2069,0.0105
56,18:39:35.715,2072,0.0120
57,18:39:35.716,2069,0.0105
58,18:39:35.716,2068,0.0100
59,18:39:35.717,2070,0.0110
60,18:39:35.717,2069,0.0105
61,18:39:35.718,2072,0.0120
62,18:39:35.718,2072,0.0120
63,18:39:35.719,2073,0.0125
64,18:39:35.719,2072,0.0120
65,18:39:35.720,2071,0.0115
66,18:39:35.720,2072,0.0120
67,18:39:35.721,2069,0.0105
68,18:39:35.721,2072,0.0120
69,18:39:35.722,2071,0.0115
70,18:39:35.722,2069,0.0105
71,18:39:35.723,2071,0.0115
72,18:39:35.723,2072,0.0120
73,18:39:35.724,2070,0.0110
74,18:39:35.724,2072,0.0120
75,18:39:35.725,2070,0.0110
76,18:39:35.725,2072,0.0120
77,18:39:35.726,2070,0.0110
78,18:39:35.726,2072,0.0120
79,18:39:35.727,2073,0.0125
80,18:39:35.727,2072,0.0120
81,18:39:35.728,2070,0.0110
82,18:39:35.728,2070,0.0110
83,18:39:35.729,2067,0.0095
84,18:39:35.729,2070,0.0110
85,18:39:35.730,2067,0.0095
86,18:39:35.730,2070,0.0110
87,18:39:35.731,2068,0.0100
88,18:39:35.731,2068,0.0100
89,18:39:35.732,2070,0.0110
90,18:39:35.732,2073,0.0125
91,18:39:35.733,2073,0.0125
92,18:39:35.733,2066,0.0090
93,18:39:35.734,2068,0.0100
94,18:39:35.734,2072,0.0120
95,18:39:35.735,2068,0.0100
96,18:39:35.735,2068,0.0100
97,18:39:35.736,2068,0.0100
98,18:39:35.736,2069,0.0105
99,18:39:35.737,2072,0.0120
100,18:39:35.737,2073,0.0125
101,18:39:35.738,2070,0.0110
102,18:39:35.738,2070,0.0110
103,18:39:35.739,2067,0.0095
104,18:39:35.739,2069,0.0105
105,18:39:35.740,2069,0.0105
106,18:39:35.740,2067,0.0095
107,18:39:35.741,2070,0.0110
108,18:39:35.741,2064,0.0081
109,18:39:35.742,2071,0.0115
110,18:39:35.742,2072,0.0120
111,18:39:35.743,2072,0.0120
112,18:39:35.743,2072,0.0120
113,18:39:35.744,2069,0.0105
114,18:39:35.744,2070,0.0110
115,18:39:35.745,2071,0.0115
116,18:39:35.745,2070,0.0110
117,18:39:35.746,2072,0.0120
118,18:39:35.746,2072,0.0120
119,18:39:35.747,2070,0.0110
120,18:39:35.747,2072,0.0120
121,18:39:35.748,2069,0.0105
122,18:39:35.748,2072,0.0120
123,18:39:35.749,2075,0.0134
124,18:39:35.749,2069,0.0105
125,18:39:35.750,2068,0.0100
126,18:39:35.750,2070,0.0110
127,18:39:35.751,2068,0.0100
128,18:39:35.751,2072,0.0120
129,18:39:35.752,2071,0.0115
130,18:39:35.752,2071,0.0115
131,18:39:35.753,2072,0.0120
132,18:39:35.753,2072,0.0120
133,18:39:35.754,2072,0.0120
134,18:39:35.754,2073,0.0125
135,18:39:35.755,2072,0.0120
136,18:39:35.755,2071,0.0115
137,18:39:35.756,2070,0.0110
138,18:39:35.756,2072,0.0120
139,18:39:35.757,2072,0.0120
140,18:39:35.757,2068,0.0100
141,18:39:35.758,2071,0.0115
142,18:39:35.758,2069,0.0105
143,18:39:35.759,2071,0.0115
144,18:39:35.759,2068,0.0100
145,18:39:35.760,2072,0.0120
146,18:39:35.760,2072,0.0120
147,18:39:35.761,2072,0.0120
148,18:39:35.761,2069,0.0105
149,18:39:35.762,2070,0.0110
150,18:39:35.762,2068,0.0100
151,18:39:35.763,2069,0.0105
152,18:39:35.763,2071,0.0115
153,18:39:35.764,2073,0.0125
154,18:39:35.764,2069,0.0105
155,18:39:35.765,2074,0.0129
156,18:39:35.765,2072,0.0120
157,18:39:35.766,2071,0.0115
158,18:39:35.766,2072,0.0120
159,18:39:35.767,2071,0.0115
160,18:39:35.767,2073,0.0125
161,18:39:35.768,2071,0.0115
162,18:39:35.768,2073,0.0125
163,18:39:35.769,2069,0.0105
164,18:39:35.769,2071,0.0115
165,18:39:35.770,2073,0.0125
166,18:39:35.770,2069,0.0105
167,18:39:35.771,2068,0.0100
168,18:39:35.771,2072,0.0120
